Date,Name,Year,Letterboxd URI,Rating
2025-10-27,Ne Zha 2,2025,https://boxd.it/B2qe,4
2025-10-30,Sarkar,2005,https://boxd.it/1CDm,3.5
2025-10-31,Sarkar Raj,2008,https://boxd.it/1Ocs,3
2025-10-31,Dogtooth,2009,https://boxd.it/158K,3
2025-11-01,Lokah Chapter 1: Chandra,2025,https://boxd.it/NelO,4
2025-11-06,The Fantastic 4: First Steps,2025,https://boxd.it/mP6C,3
2025-11-06,Oye Lucky! Lucky Oye!,2008,https://boxd.it/1L62,4
2025-11-07,Laalo: Krishna Sada Sahaayate,2025,https://boxd.it/Yrhs,2.5
2025-11-09,Ek Chalis Ki Last Local,2007,https://boxd.it/1O28,3.5
2025-11-10,Natsamrat,2016,https://boxd.it/d9wA,4
2025-11-12,Blue Valentine,2010,https://boxd.it/MxG,3.5
2025-11-16,Frankenstein,2025,https://boxd.it/Ecsg,4
2025-11-26,Jolly LLB 3,2025,https://boxd.it/Cpe8,3.5
2025-11-30,Homebound,2025,https://boxd.it/KDDs,4.5
2025-12-13,Dhurandhar,2025,https://boxd.it/NhCI,4.5
2025-12-19,War Dogs,2016,https://boxd.it/9SlO,3.5
2025-12-20,Thamma,2025,https://boxd.it/Jooq,2
2025-12-21,Atonement,2007,https://boxd.it/24ui,4.5
2025-12-23,Awarapan,2007,https://boxd.it/1AyO,3.5
2025-12-25,36 China Town,2006,https://boxd.it/1DZe,3.5
2025-12-25,Wake Up Dead Man,2025,https://boxd.it/uAKS,4
2025-12-26,Sisu: Road to Revenge,2025,https://boxd.it/Ksny,3
2025-12-28,Bāhubali: The Epic,2025,https://boxd.it/WdFc,5
2025-12-31,One Battle After Another,2025,https://boxd.it/DUHM,5
2025-12-31,Charulata,1964,https://boxd.it/1bVy,5
2026-01-05,No Other Choice,2025,https://boxd.it/nKiA,5
2026-01-08,Dude,2025,https://boxd.it/OqFe,2
2026-01-08,Raat Akeli Hai - The Bansal Murders,2025,https://boxd.it/Sq7a,3.5
2026-01-11,Eko,2025,https://boxd.it/EuuY,3.5
2026-01-13,Haq,2025,https://boxd.it/SulU,4
2026-01-16,Sicario,2015,https://boxd.it/8i7u,4
2026-01-18,Dhadkan,2000,https://boxd.it/1cRM,3
2026-01-18,Chaniya Toli,2025,https://boxd.it/YosM,4
2026-01-19,Lawrence of Arabia,1962,https://boxd.it/2wRE,4
2026-01-22,120 Bahadur,2025,https://boxd.it/Q6lM,3.5
2026-01-22,Ocean's Eleven,2001,https://boxd.it/2aZm,4
2026-01-25,Rape Zombie: Lust of the Dead,2012,https://boxd.it/5nH2,0.5
2026-01-25,Ocean's Twelve,2004,https://boxd.it/2aZ2,3.5
2026-01-29,Tere Ishk Mein,2025,https://boxd.it/HdG0,3
2026-01-30,Ocean's Thirteen,2007,https://boxd.it/2aEy,3
2026-02-03,Khosla Ka Ghosla!,2006,https://boxd.it/1Mie,4
2026-02-04,Maiyar Ma Mandu Nathi Lagtu,2001,https://boxd.it/VOrO,5
2026-02-06,Ship of Theseus,2012,https://boxd.it/4c5O,5
2026-02-11,Hamnet,2025,https://boxd.it/woVy,4
2026-02-11,Omkara,2006,https://boxd.it/1Ny8,4
2026-02-14,Challengers,2024,https://boxd.it/zld0,4.5
2026-02-14,Marty Supreme,2025,https://boxd.it/Off0,4.5
2026-02-20,Following,1998,https://boxd.it/1Tj4,3.5
2026-02-21,Sarvam Maya,2025,https://boxd.it/UEUa,4
2026-02-22,Sentimental Value,2025,https://boxd.it/GwcG,4.5
2026-02-25,Pearl,2022,https://boxd.it/zPbe,3.5
2026-02-26,MaXXXine,2024,https://boxd.it/CIM4,2.5
2026-03-02,Little Miss Sunshine,2006,https://boxd.it/29EW,4.5
2026-03-04,Shaolin Soccer,2001,https://boxd.it/1T86,3.5
2026-03-05,The Housemaid,2025,https://boxd.it/QFEO,3
2026-03-11,With Love,2026,https://boxd.it/W6Rq,4
2026-03-13,The Devil Wears Prada,2006,https://boxd.it/2awE,2.5
2026-03-14,Gandhi Talks,2026,https://boxd.it/tA7k,3.5
2026-03-14,10 Things I Hate About You,1999,https://boxd.it/23AO,4
2026-03-15,Zootopia 2,2025,https://boxd.it/F0vO,4.5
2026-03-16,Decision to Leave,2022,https://boxd.it/qp9e,4
2026-03-16,How to Lose a Guy in 10 Days,2003,https://boxd.it/1XwG,3.5
2026-03-18,Maqbool,2003,https://boxd.it/1CbM,4
2026-03-20,Now You See Me: Now You Don't,2025,https://boxd.it/f3i2,3.5
2026-03-20,Amélie,2001,https://boxd.it/2aUc,4.5
2026-03-21,Jennifer's Body,2009,https://boxd.it/1Efw,2
2026-03-22,Hellaro,2019,https://boxd.it/njhA,5
2026-03-22,Dhurandhar The Revenge,2026,https://boxd.it/Z0Uu,4
2026-03-24,"The Gangster, the Cop, the Devil",2019,https://boxd.it/lnuk,3.5
2026-03-26,The Curious Case of Benjamin Button,2008,https://boxd.it/23Fk,5
2026-03-29,Mardaani 3,2026,https://boxd.it/PNDW,3.5
2026-03-29,O'Romeo,2026,https://boxd.it/MDm6,2.5
2026-03-31,Faati Ne?,2025,https://boxd.it/KQiW,1
2026-03-31,Project Hail Mary,2026,https://boxd.it/pEeQ,4.5
2026-04-03,Happy Patel: Khatarnak Jasoos,2026,https://boxd.it/MW04,2.5
2026-04-06,Mean Girls,2004,https://boxd.it/1VNg,4
2026-04-07,Desh Re Joya Dada Pardesh Joya,1998,https://boxd.it/MUvk,4
2026-04-08,Ready or Not,2019,https://boxd.it/kOf0,3
2026-04-12,Tu Yaa Main,2026,https://boxd.it/Txja,3.5
2026-04-13,Detective Byomkesh Bakshy!,2015,https://boxd.it/anzM,3.5
2026-04-14,"Crazy, Stupid, Love.",2011,https://boxd.it/D9A,4.5
2026-04-16,Madagascar,2005,https://boxd.it/29dc,3.5
2026-04-18,Evan Almighty,2007,https://boxd.it/26s4,2
2026-04-20,Sangam,1964,https://boxd.it/Hho,3.5
2026-04-21,Badass Ravi Kumar,2025,https://boxd.it/DvvG,1.5
2026-04-22,NH10,2015,https://boxd.it/aOPW,4
2026-04-23,Youth,2026,https://boxd.it/Xsrc,3
2026-04-24,Assi,2026,https://boxd.it/T7pc,3.5
2026-04-26,Lootera,2013,https://boxd.it/69o8,4
2026-04-27,Lars and the Real Girl,2007,https://boxd.it/21tG,4.5
2026-05-01,Mrs.,2023,https://boxd.it/zy8C,3.5
2026-05-03,Wild Things,1998,https://boxd.it/29Zq,3
2026-05-06,Jana Nayagan,,https://boxd.it/KY7M,2
2026-05-07,Vaazha,2024,https://boxd.it/J7TG,3.5
2026-05-10,Ready or Not 2: Here I Come,2026,https://boxd.it/MfY6,3.5
2026-05-10,Action Replayy,2010,https://boxd.it/Fti,3
2026-05-10,Thappad,2020,https://boxd.it/oTrS,4
2026-05-10,The Drama,2026,https://boxd.it/OA2w,4
2026-05-14,Vaazha II,2026,https://boxd.it/PFzW,4
2026-05-20,The Punisher: One Last Kill,2026,https://boxd.it/Thla,3
2026-05-20,The Exorcist,1973,https://boxd.it/1Yoo,3.5
2026-05-21,Madagascar: Escape 2 Africa,2008,https://boxd.it/1W2K,3.5
