Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2025-06-04,"Salò, or the 120 Days of Sodom",1975,https://boxd.it/9TSaw7,3.5,,"I thought I will never watch this film again in my life, but here I m...",,2025-06-04
